category,title,description,longitude,latitude,image
Attractions,Kuro-mon,"West of the main gate to Tokyo National Museum is the Kuro-mon (Black Gate), transported from the Edo-era mansion of a feudal lord. You can view the facade from outside the museum. On weekends, from 10am to 4pm, the gate is opened for visitors inside the museum to pass through.",139.77475,35.718094,
Attractions,Fujifilm Square,"This small gallery on the ground floor of the Tokyo Midtown West Tower is a fascinating look at the history of cameras, from 18th-century camera obscuras to zoetropes to the latest Fujifilm DSLRs. There are two galleries of contemporary photography, as well as a computer with a database of vintage Fujifilm TV ads starring Japanese celebs such as electronica group YMO.",139.729889,35.665604,
Shopping,Tower Knives,The Tokyo branch of this Osaka-based kitchen knife specialist sells stainless-steel and carbon-steel professional-quality chef's knives; some of the pricier ones are hand forged by respected artisans. Staff speak English and can talk you through the pros and cons of the different styles and how to care for your knife.,139.81199,35.71015,
Attractions,Hibiya-kōen,"Built around the turn of the 20th century at the height of the Meiji era, this leafy block was Tokyo’s first European-style park complete with fountains and ponds. It's a pleasant spot for a break and has many facilities, including a restaurant, an outdoor concert hall and tennis courts.",139.756436,35.673648,
Attractions,Asakusa-jinja,"Asakusa-jinja was built in honour of the brothers who discovered the Kannon statue that inspired the construction of Sensō-ji. The current building, painted a deep shade of red, dates to 1649 and is a rare example of early Edo architecture.",139.797614,35.715167,
Attractions,Tokyo Garden Terrace Kioi-chō,"This mixed-use development, on the site of the old Akasaka Prince Hotel and opened in 2016, is best visited for its pleasant surrounding gardens and public art, including White Deer by Nawa Kōhei and the giant metallic flowers of Ōmaki Shinji. The complex's showpiece is the restored Kitashirakawa Palace, a 1930 baronial-style mansion originally built for the Korean Crown Prince Yi Un and now a restaurant, bar and wedding hall.",139.737296,35.679226,
Nightlife,Bar Trench,"One of the pioneers in Tokyo's new cocktail scene, Trench (a suitable name for a bar hidden in a narrow alley) is a tiny place with an air of old-world bohemianism – but that might just be the absinthe talking. The always-changing original tipples are made with infusions, botanicals, herbs and spices. Drinks from ¥1500; cover ¥500.",139.707931,35.648439,
Attractions,Kanda Myōjin,"Tracing its history back to AD 730, this splendid Shintō shrine boasts vermilion-lacquered halls surrounding a stately courtyard. Its present location dates from 1616 and the kami (gods) enshrined here are said to bring luck in business and in finding a spouse. There are also plenty of anime characters, since this is Akiba's local shrine.",139.767637,35.701655,
Attractions,Yushima Seidō,"Established in 1691 and later used as a school for the sons of the powerful during the Tokugawa regime, this is one of Tokyo’s handful of Confucian shrines. There’s a Ming-dynasty bronze statue of Confucius in its black-lacquered main hall (Taisei-den), rebuilt in 1935. The interior of Taisei-den is accessible (admission ¥200) on weekends and holidays; at other times you are free to explore the shrine grounds.",139.76618,35.70085,
Restaurants,Hagi Cafe,"Part of the gallery and event space Hagiso, run by students from Tokyo University of the Arts (Geidai), this is a good all-rounder for meals, drinks and sweets in the heart of Yanaka. Its Japanese-style breakfast is a great deal at ¥325; later in the day there's curry, pasta, cakes and sundaes. Expect to wait on weekends as it's popular.",139.766189,35.726378,
Transportation,Access Narita,"Discount buses connect Narita Airport to Tokyo Station's Yaesu south entrance and Ginza (¥1000, one to 1¼ hours). There's no ticket counter at the airport; just go directly to bus stop 31 at Terminal 1 or stops 2 or 19 at Terminal 2. You can reserve tickets online (a safer bet for trips to the airport), but unfortunately only in Japanese.",139.768088,35.679618,
Nightlife,Bar Goldfinger,"Goldfinger is a long-running ladies' spot in Shinjuku-nichōme (but open to all, save for Saturdays). The bar has a lowbrow-chic decor designed to look like a '70s motel, a friendly vibe and fun events, like Friday night karaoke. Drinks from ¥700; no cover unless there's an event.",139.707717,35.690485,
Attractions,Musée Tomo,"One of Tokyo’s most elegant and tasteful museums is named after Kikuchi Tomo, whose collection of contemporary Japanese ceramics wowed them in Washington and London before finally being exhibited at home. Exhibitions change every few months but can be relied on to be atmospheric and beautiful.",139.744313,35.666083,
Nightlife,Kamiya Bar,"One of Tokyo’s oldest Western-style bars, Kamiya opened in 1880 and is still hugely popular. The house drink for over a century has been Denki Bran, a secret mix of brandy, gin, wine, curaçao and medicinal herbs. Order either 'blanc', which is 30° proof, or the 40° proof 'old' at the counter, then give your tickets to the server.",139.797699,35.71082,
Attractions,Kiyosumi-teien,"One of Tokyo's most picturesque retreats, Kiyosumi-teien started out in 1721 as the villa of a daimyō (domain lord; regional lord under the shoguns). After the villa was destroyed in the 1923 earthquake, Iwasaki Yatarō, founder of the Mitsubishi Corporation, purchased the property. Prized stones from all over Japan were transported here and set around a pond ringed with Japanese black pine, hydrangeas and Taiwanese cherry trees.",139.797785,35.680995,
Restaurants,Omoide-yokochō,"Literally ‘Memory Lane’ (and less politely known as Shonben-yokochō, or ‘Piss Alley’), Omoide-yokochō started as a post-war black market and somehow managed to stick around. Today, it's one of Tokyo's most recognisable sights. There are dozens of small restaurants, mostly serving yakitori (chicken, and other meats or vegetables, grilled on skewers), packed into the alley here; several have English menus.",139.699698877379,35.6931042827011,
Attractions,Unicorn Gundam,"This is truly an only-in-Tokyo sight: a 19.7m-tall model of an RX-0 Unicorn Gundam from the iconic Mobile Suit Gundam anime franchise. It undergoes a transformation four times a day (at 11am, 1pm, 3pm and 5pm) into 'destroy mode'; light shows take place on the half-hour between 7pm and 9.30pm. The statue is in front of the Diver City shopping mall.",139.775426,35.624913,
Shopping,Mega Donki,"You could show up in Tokyo completely empty-handed and this huge, new outpost of all-night, bargain retailer 'Don Quijote' would have you covered. There are groceries, toiletries, electronics and clothes – along with all sorts of random stuff, including the best selection of unusual flavoured Kit-Kat chocolates we've seen. Don't miss the giant moray eel in the tank at the entrance.",139.697621,35.660382,
Attractions,Design Festa,"Design Festa has long been a champion of Tokyo’s DIY art scene and it's maze-like building is a Harajuku landmark. Inside there are dozens of small galleries rented by the day. More often than not, the artists themselves are hanging around, too.",139.7083757,35.67053247,
Attractions,Spiral Building,"The asymmetrical, geometric shape of architect Maki Fumihiko's Spiral Building (1985) may not look very sinuous on the outside, but the name will make more sense upon entry. The patchwork, uncentred design is a nod to Tokyo's own incongruous landscape. The spiralling passage inside doubles as an art gallery.",139.711596379677,35.663776794971,
Attractions,TOP Museum,"Tokyo's principal photography museum usually holds three different exhibitions at once, drawing on both its extensive collection of Japanese artists and images on loan. Shows may include the history of photography, retrospectives of major artists or surveys of up-and-coming ones.",139.713392,35.641403,https://lonelyplanetimages.imgix.net/mastheads/GettyImages-71337966_master.jpg?fit=crop&w=320&h=140
Attractions,Ueno-kōen,"Best known for its profusion of cherry trees that burst into blossom in spring (making this one of Tokyo's top hanami – blossom-viewing – spots), sprawling Ueno-kōen is also the location of the city's highest concentration of museums. At the southern tip is the large scenic pond, Shinobazu-ike, choked with lotus flowers in summer.",139.773206,35.715133,https://lonelyplanetimages.imgix.net/mastheads/GettyImages-155356833_medium.jpg?fit=crop&w=320&h=140
Shopping,Tolman Collection,"Expat and former US diplomat Norman Tolman has been collecting modern and contemporary Japanese print art for 50 years and has authored many books on the subject. His gallery, in a traditional wooden building, represents nearly 50 leading Japanese artists of printing, lithography, etching, woodblock and more. Prints start at around ¥10,000 and rise steeply from there; international shipping available.",139.753346,35.656599,
Restaurants,Tori no Ana,"Tori paitan (鶏白湯) is a style of ramen made with a chicken stock so collagen-rich as to be creamy and it's very popular in Tokyo at the moment. This Ikebukuro shop makes a satisfying version, topped with bits of juicy chicken thigh and spring onions, that you can just about convince yourself is healthy.",139.714379,35.732265,
Attractions,Hie-jinja,"Enshrining the deity of sacred Mt Hiei, northeast of Kyoto, this hilltop shrine has been the protector shrine of Edo-jō (Edo Castle), now the Imperial Palace, since it was first built in 1478. It's an attractive place best approached by the tunnel of red torii (gates) on the hill's western side. There are also escalators up the hill from Tameike-sannō.",139.739633951978,35.6749629700453,
Transportation,Narita Airport,"Though modern and well-run, Narita Airport is inconveniently located 66km east of Tokyo. There are three terminals, with Terminal 3 handling low-cost carriers. All terminals have tourist information desks. Only Terminals 1 and 2 have train stations; all terminals are accessible via coach lines.",140.389137,35.758772,
Attractions,Zōjō-ji,"One of the most important temples of the Jōdō (Pure Land) sect of Buddhism, Zōjō-ji dates from 1393 and was the funerary temple of the Tokugawa regime. It's an impressive sight, particularly the main gate, Sangedatsumon, constructed in 1605, with its three sections designed to symbolise the three stages one must pass through to achieve nirvana. The Daibonsho (Big Bell; 1673) is a 15-tonne whopper considered one of the great three bells of the Edo period.",139.7482063,35.65747252,https://lonelyplanetimages.imgix.net/mastheads/12944241.jpg?fit=crop&w=320&h=140
Attractions,Roppongi Hills,"Roppongi Hills sets the standard for 21st-century real-estate developments in Tokyo. The centrepiece of the office, shopping, dining and entertainment complex is the 54-storey Mori Tower, home to the Mori Art Museum and theTokyo City View observatory. Scattered around are several public artworks, such as Louise Bourgeois’ giant, spiny Maman spider sculpture. There's also an Edo-style strolling garden, Mohri Garden.",139.7292499,35.65949597,
Shopping,Y. & Sons,"Every once in a while in Tokyo, you'll spot a gentleman in a silk-wool kimono and a fedora, looking as if he's stepped out of the 1900s. Bespoke tailor Y. & Sons would like to see this more often. Custom kimono with obi (sash) start at around ¥65,000 and take two weeks to complete; international shipping is available.",139.76724,35.700932,
Attractions,Intermediatheque,"Dedicated to interdisciplinary experimentation, Intermediatheque cherry picks from the vast collection of the University of Tokyo (Tōdai) to craft a fascinating, contemporary museum experience. Go from viewing the best ornithological taxidermy collection in Japan to a giant pop-art print or the beautifully encased skeleton of a dinosaur. A handsome Tōdai lecture hall is reconstituted as a forum for events, including the playing of 1920s jazz recordings on a gramophone or old movie screenings.",139.764955,35.679915,https://lonelyplanetimages.imgix.net/a/g/hi/t/0ca2227780d970328139d5506059df29-intermediatheque.jpg?fit=crop&w=320&h=140
Attractions,Tomio Koyama Gallery,"This is a branch of one of Tokyo's more influential contemporary-art galleries, which shows both Japanese and international artists.",139.703457,35.658909,
Restaurants,Farmer's Market @UNU,"Tokyo's best farmers' market – with colourful produce, pickles and preserves – sets up every weekend on the plaza in front of the United Nations University on Aoyama-dōri. There are always at least half a dozen food trucks here and the market is as much a social event as a shopping stop.",139.708403,35.662335,
Information,JNTO Tourist Information Center,"Run by the Japan National Tourism Organisation (JNTO), this TIC has information on Tokyo and beyond. Staff speak English.",139.762176,35.677779,
Attractions,Ginza Graphic Gallery,This gallery features monthly changing exhibits of graphic arts – focusing on advertising and poster art – from mostly Japanese artists but with the occasional Western artist. The annual Tokyo Art Directors Conference exhibition takes place here in July.,139.762638,35.669683,
Restaurants,Commune 2nd,"Commune 2nd is a collection of vendors offering inexpensive curries, hot dogs, beer and more. Purchase what you want from any of the stalls, then grab a seat at one of the shared picnic tables – this is one of Tokyo's rare alfresco dining spots. It's very popular, especially on a warm Friday or Saturday night.",139.713435,35.665787,https://lonelyplanetimages.imgix.net/a/g/hi/t/a8427e52dbf9ed524f9f8c641cfcfd71-lpl-img_1753.jpg?fit=crop&w=320&h=140
Attractions,Asagaya Pearl Centre,Asagaya's 1km-long shōtengai (market street) is one of Tokyo's longest and most iconic – a covered arcade with an arching roof and a poetic name (the result of a citizen vote) and the venue for cool events like Asagaya's Tanabata Matsuri and Asagaya Jazz Streets.,139.637024,35.703955,
Attractions,University Art Museum,"Tokyo University of the Arts, commonly known as Geidai, is Japan's top art school. Its collection dates back to 1887 and includes over 28,000 items, a small selection of which is displayed in frequently rotating exhibitions at this museum on the Geidai's campus at the northwest corner of Ueno-kōen.",139.77224,35.719087,
Entertainment,Star Pine's Cafe,"This is an attractive, intimate venue, sunk deep so the ceiling feels refreshingly high for a Tokyo basement venue. The line-up is jazz, but that's a wide net, encompassing everything from standards to the quirky, avant-garde and experimental. The audience will likely be multi-generational and attentive. One drink minimum order, but the drinks are actually decent.",139.581825,35.705088,
Attractions,Louis Vuitton Omote-sandō,"Aoki Jun’s design for Louis Vuitton (2002) features offset panels of tinted glass behind sheets of metal mesh of varying patterns and is, fittingly, meant to evoke a stack of clothes trunks.",139.709305,35.666466,
Attractions,Asagaya Pearl Centre,Asagaya's 1km-long shōtengai (market street) is one of Tokyo's longest and most iconic – a covered arcade with an arching roof and a poetic name (the result of a citizen vote) and the venue for cool events like Asagaya's Tanabata Matsuri and Asagaya Jazz Streets.,139.637024,35.703955,
Entertainment,Toho Cinemas Roppongi Hills,"Besides being one of Tokyo's nicest and biggest cinemas (it has nine screens, some with 3D and 4D capability), Toho's Roppongi Hills theatre screens some popular Japanese new releases with English subtitles. The 3D and 4D screenings cost extra.",139.72881,35.659693,
Attractions,Louis Vuitton Omote-sandō,"Aoki Jun’s design for Louis Vuitton (2002) features offset panels of tinted glass behind sheets of metal mesh of varying patterns and is, fittingly, meant to evoke a stack of clothes trunks.",139.709305,35.666466,
Attractions,Espace Louis Vuitton Tokyo,"On the top floor of Aoki Jun's Louis Vuitton boutique, this light-filled gallery hosts contemporary exhibitions backed by the luxury brand's well-endowed arts foundation.",139.709283,35.666466,
Attractions,"Science Museum, Tokyo","Featuring a wide selection of exhibits aimed primarily at children and teenagers, the Science Museum has little in the way of English explanations, but you can ask for a free English pamphlet guide. Even without this or an understanding of Japanese, you can still have fun standing inside a soap bubble or watching a whole variety of scientific experiments.",139.753156,35.691609,
Entertainment,Tokyo Takarazuka Theatre,"If you love camp, this is for you. The all-female Takarazuka revue, going back to 1914, stages highly stylised musicals in Japanese (English synopses are available) where a mostly female audience swoons over actresses, some of whom are in drag.",139.759215,35.672629,
Attractions,Tokyo International Forum,"This architectural marvel designed by Rafael Viñoly houses a convention and arts centre, with eight auditoriums and a spacious courtyard in which concerts and events are held. The eastern wing looks like a glass ship plying the urban waters; you can access the catwalks from the 7th floor (take the lift).",139.76437307983,35.6766878455303,
Shopping,Tokyo Midtown Hibiya,"This classy mixed-use complex, which opened in 2018, has a good assortment of fashionable boutiques as well as the 11-screen Toho multiplex. Check out the stylised Hibiya Central Market on the 3rd floor, which is set up like an old-fashioned town shopping street.",139.758915,35.673369,
Attractions,Shinjuku I-Land,"This otherwise ordinary office complex is home to more than a dozen public artworks, including one of Robert Indiana’s LOVE sculptures (on the southeast corner) and two Tokyo Brushstroke sculptures by Roy Lichtenstein (at the back, towards Ōme-kaidō). The open-air courtyard, with stonework by Giulio Paolini and several reasonably priced restaurants, makes an attractive lunch or coffee stop.",139.69319,35.693143,
Attractions,Kuroda Memorial Hall,"Kuroda Seiki (1866–1924) is considered the father of modern Western-style painting in Japan. This 1928-vintage hall, an annex to Tokyo National Museum, displays key works from different points in his career (which took him to France, first to study law and then painting). The most famous works in the collection, including Reading (1891) and Lakeside (1897), are in a room that only opens a few times a year; check the website for a schedule.",139.773388,35.718695,
Attractions,Tsukiji Hongwan-ji,"When this impressive branch of the mother temple in Kyoto fell victim to the Great Kantō Earthquake of 1923, it was rebuilt in a classical Indian style, making it one of the most distinctive Buddhist places of worship in Tokyo.",139.771682,35.666911,
Shopping,Daikanyama T-Site,"Locals love this stylish shrine to the printed word, which has a fantastic collection of books on travel, art, design and food, including many books in English on Japan. The best part is that you can sit at the in-house Starbucks and read all afternoon – if you can get a seat.",139.69923,35.649187,https://lonelyplanetimages.imgix.net/a/g/hi/t/b62c636884f7e2801b18bde1256617f7-lpl-img_0674.jpg?fit=crop&w=320&h=140
Attractions,Kiyōmizu Kannon-dō,"Ueno-kōen's Kiyōmizu Kannon-dō is one of Tokyo's oldest structures: established in 1631 and in its present position since 1698, it has survived every disaster that has come its way. It's a miniature of the famous Kiyomizu-dera in Kyoto and is a pilgrimage site for women hoping to conceive as it enshrines Kosodate Kannon, the protector of childbearing and child-raising.",139.773598513437,35.7128118813203,
Entertainment,New National Theatre,"This is Tokyo’s premier public performing-arts centre, with state-of-the-art stages for drama, opera and dance. The plays are in Japanese, while the operas and ballets are usually visiting international productions. Japanese contemporary dance (including the avant-garde Japanese style known as butō) is sometimes performed here, which happily requires no language ability.",139.686774,35.683045,https://lonelyplanetimages.imgix.net/a/g/hi/t/c689302d3f0baf5bf8236c2e54e6d044-lpl-00563.jpg?fit=crop&w=320&h=140
Nightlife,Asahi Sky Room,"Spend the day at the religious sites and end at the Asahi altar, on the 22nd floor of the golden-tinged Asahi Super Dry Building. The venue itself isn't noteworthy, but the views over the Sumida-gawa are spectacular, especially at sunset.",139.800062215363,35.7096891287884,
Shopping,Ōedo Antique Market,"Held in the courtyard of Tokyo International Forum, usually on the first and third Sunday of every month (check the website before you head out), this is a brilliantly colourful event with hundreds of dealers in retro and antique Japanese goods, from old ceramics and kimono to kitsch plastic figurines and vintage movie posters.",139.764183,35.677117,https://lonelyplanetimages.imgix.net/a/g/hi/t/68a2cba6c819fdefa3cf1ecc00a72a6d-oedo-antique-market.jpg?fit=crop&w=320&h=140
Information,Tourist Information Centre,This Tokyo Metropolitan Government–operated information booth is located in front of Keisei Ueno Station's ticket gate.,139.773999,35.710977,
Attractions,Gallery of Hōryū-ji Treasures,"This enchanting gallery, part of the Tokyo National Museum, displays masks, metalwork and sculptures from the temple Hōryū-ji (in Nara Prefecture, dating from 607 and one of Japan's earliest temples). Most impressive is the spot-lit 1st-floor exhibition of 48 gilt Buddha statues, each only 30cm to 40cm tall and all slightly different. The spare, elegant building (1999) was designed by Taniguchi Yoshio.",139.774235,35.718654,
Attractions,Terrada Art Complex,"Part of the re-fashioning of the Tennōzu Isle warehouse district, this charcoal-grey warehouse contains six contemporary galleries: Kodama Gallery (www.kodamagallery.com), Urano (https://urano.tokyo/en), Yamamoto Gendai (www.yamamotogendai.org) and Yuka Tsuruno Gallery (http://yukatsuruno.com) on the 3rd floor and SCAI Park, a new space from SCAI the Bathhouse, and Kosaku Kanechika (http://kosakukanechika.com) on the 5th floor.",139.746641,35.619088,
Attractions,Mori Art Museum,"Atop Mori Tower, the gigantic galleries here have no permanent collection, instead showcasing thematic programs that continue to live up to the hype associated with Roppongi Hills. Contemporary exhibitions are beautifully presented and include superstars of the art world from both Japan and abroad.",139.728917,35.660295,https://lonelyplanetimages.imgix.net/mastheads/shutterstock_167248913.jpg?fit=crop&w=320&h=140
Attractions,Imperial Palace East Garden,"Crafted from part of the original castle compound, these lovely free gardens allow you to get close-up views of the massive stones used to build the castle walls, and even climb the ruins of one of the donjons (main keeps), off the upper lawn. The number of visitors at any one time is limited, so it never feels crowded. Most people enter through Ōte-mon, the closest gate to Tokyo Station, and once the principal entrance to Edo-jō.",139.756758,35.686311,https://lonelyplanetimages.imgix.net/a/g/hi/t/39ea9692ae2962599f8702c0972b48b7-imperial-palace-east-garden.jpg?fit=crop&w=320&h=140
Attractions,Institute for Nature Study,"What would Tokyo look like were it left to its own natural devices? Since 1949 this park, affiliated with the Tokyo National Museum, has let the local flora go wild. There are wonderful walks through its groves, around ponds and on boardwalks over marshes. No more than 300 people are allowed in at a time, which makes for an even more peaceful setting.",139.721482,35.63686,
Nightlife,Sound Museum Vision,"Vision is huge – by Tokyo standards – with four dance floors and room for 1000. Each room plays something different, be it house, hip-hop, EDM or J-pop, with mostly local DJs spinning.",139.696666,35.657906,
Restaurants,Kanda Yabu Soba,"Totally rebuilt following a fire in 2013, this is one of Tokyo's most venerable buckwheat noodle shops, in business since 1880. Come here for classic handmade noodles and accompaniments such as shrimp tempura (ten-seiro soba) or slices of duck (kamo-nanban soba).",139.768742,35.69695,
Attractions,National Shōwa Memorial Museum,"This museum of WWII-era Tokyo gives a sense of everyday life for the common people: how they ate, slept, dressed, studied, prepared for war and endured martial law, famine and loss of loved ones. An English audio guide (free) provides a lot of extra detail.",139.7510034,35.69506404,
Attractions,Hibiya Godzilla Square,"Godzilla's assault on Tokyo continues apace: first there was the Godzilla Head that appeared on the Toho building in Shinjuku; and now a 3m-tall statue can be found, poised for attack, in what has been redubbed Hibiya Godzilla Sq. It's a model of the monster that appears in the 2016 film Shin Godzilla.",139.760352,35.673596,
Attractions,Yebisu Garden Place,"This shopping and cultural centre was built on the site of the original Yebisu Beer Brewery (1889) that gave the neighbourhood its name. Unlike most modern Tokyo malls, this one is short on shops and big on public space: the large central plaza regularly hosts events, including a farmers market on Sundays (11am to 5pm).",139.71388,35.64243,https://lonelyplanetimages.imgix.net/assets/image/1aa8548a2f6f85b5c61afec678f9422f66e25cf09d04eb586394327354501fbf/41f15967ff718a2114c56cb0039249a0ee4c9af872907e9b82389c76121d3049.jpg?fit=crop&w=320&h=140
Shopping,Pokémon Center Mega Tokyo,"Japan's largest official Pokémon shop sells every piece of the series' merchandise with goods geared towards kids and grown-ups alike. Around the store are several statues, like the one of Pikachu riding on the back of a Mega Charizard Y, that you'll want to pose with.",139.718199,35.729374,https://lonelyplanetimages.imgix.net/a/g/hi/t/71da155eb1ed4dc706c8097a681e1673-lpl-img_0710.jpg?fit=crop&w=320&h=140
Restaurants,Tokyo Rāmen Kokugi-kan,"This is a collection of five ramen shops from around Japan, which means you can choose from Sapporo-style miso ramen, Hakata-style tonkotsu (pork bone), ramen and others. Seating is shared among all shops.",139.77386,35.628053,
Information,Tokyo Metro Lost & Found,"Located in the underground tunnels at Iidabashi Station. For details on how long items are held and for instructions on how to use the online search portal, see www.tokyometro.jp/en/faq_lost/index.html.",139.743519,35.701359,
Attractions,Tokyo City View,"From this 250m-high vantage point, on the 52nd floor of Mori Tower, you can see 360-degree views of the seemingly never-ending city. Admission is included in the entry price for Mori Art Museum, though you will pay the same fee to visit after the museum is closed. Weather permitting, you can also go out to the external rooftop Sky Deck (additional adult/child ¥500/300; 11am to 8pm) for al fresco views.",139.72893,35.6605,
Attractions,Advertising Museum Tokyo,"If you see advertising as art, this museum is a spectacle. Run by Dentsu, Japan’s largest advertising agency, this fine collection runs from woodblock-printed handbills from the Edo period via sumptuous art nouveau and art deco Meiji- and Taisho-era works to the best of today. There's English signage throughout, and touch screens to view many classic TV ads.",139.762221954096,35.6644048161675,
Events,Tokyo Haru-sai,This month-long classical-music festival is held annually at venues around Ueno-kōen. Purchase tickets online.,139.775448,35.717214,
Restaurants,Nakajima,"In the evening, Nakajima serves exquisite kaiseki (Japanese haute cuisine) dinners. On weekdays, it also serves a set lunch of humble iwashi (sardines) for one-tenth the price; in the hands of Nakajima’s chefs, they’re divine. The line for lunch starts to form shortly before the restaurant opens at 11.30am. Look for the white sign at the top of the stairs.",139.703994,35.690215,
Restaurants,Jōmon,"This cosy kitchen has bar seating, rows of ornate shochu (liquor) jugs lining the wall and hundreds of freshly prepared skewers splayed in front of the patrons – don't miss the heavenly zabuton beef stick. Jōmon is almost directly across from the Family Mart – look for the name in Japanese on the door. Cover charge ¥300 per person.",139.733005,35.661053,
Shopping,Acos,"Acos is otaku superstore Animate's cosplay speciality shop, but you don't need to be a fan to appreciate the mesmerising selection of reasonably good-quality wigs (literally hundreds of styles in all the colours of the rainbow), coloured contact lenses and accessories (like stick-on tear drops) here. It's on Otome Rd, across from the Sunshine City shopping mall.",139.71763,35.730018,
Restaurants,Mylord,"Above Odakyū Shinjuku Station (right outside the south exit ticket gates), this youth-oriented department store has a bunch of budget-friendly restaurants on the 7th, 8th and 9th floors.",139.699552,35.689195,
Restaurants,Jōmon,"This cosy kitchen has bar seating, rows of ornate shochu (liquor) jugs lining the wall and hundreds of freshly prepared skewers splayed in front of the patrons – don't miss the heavenly zabuton beef stick. Jōmon is almost directly across from the Family Mart – look for the name in Japanese on the door. Cover charge ¥300 per person.",139.733005,35.661053,
Shopping,Vase,"A perfect example of one of Naka-Meguro's tiny, impeccably curated boutiques, Vase stocks avant-garde designers and vintage pieces, and also hosts the occasional trunk show. It's in a little white house set back from the Meguro-gawa (with the name on the post box).",139.69967,35.64537,
Attractions,Myōnichikan,"Lucky are the girls who attended the Frank Lloyd Wright–designed 'School of the Free Spirit' (Jiyū Gakuen; 自由学園). Built in 1921, Myōnichikan functioned as the school's main structure until the 1970s. After restoration, it was reopened as a public space in 2001. Visitors can tour the facilities and have coffee in the the light-filled hall, sitting at low tables on (mostly) original chairs.",139.70747,35.726534,
Restaurants,Lumine,This department store attached to Shinjuku Station is a good bet when you're in need of a quick bite and don't want to brave the streets outside. Reasonably priced (if not great) restaurants covering a variety of cuisines are on the 6th and 7th floors; the ground floor and second basement level have some branches of fashionable cafes.,139.699187,35.689082,
Restaurants,Manboshi,"Work your way through Inokashira-kōen and then end up at this little tavern – whose name means '10,000 stars' – at the far tip of the park, just steps from Inokashira-kōen Station. They do yummy izakaya (Japanese pub-eatery) classics like fried chicken and potato salad. There's no sign, but look for the red lantern out front.",139.582629,35.697264,
Shopping,Acos,"Acos is otaku superstore Animate's cosplay speciality shop, but you don't need to be a fan to appreciate the mesmerising selection of reasonably good-quality wigs (literally hundreds of styles in all the colours of the rainbow), coloured contact lenses and accessories (like stick-on tear drops) here. It's on Otome Rd, across from the Sunshine City shopping mall.",139.71763,35.730018,
Nightlife,Ren,"This over-the-top lounge bar is from the same people behind the equally over-the-top Robot Restaurant, and is in the same building; enter around the back. It's open to Robot Restaurant ticket holders only until 10pm, after which anyone can enter to marvel at the gilded plastic, game-show-set aesthetic. Minimum purchase of one drink and one food item (from ¥500 each).",139.702942,35.694232,
Restaurants,Tabela,"Gone too long without a hummus fix? Tabela will sort you out, and serve you tagine on the terrace while you watch the comings and goings on Shibuya's hip Kamiyama shōtengai (market street). It's part of the Uplink art-house cinema.",139.694778,35.66284,
Restaurants,Nagi,"Nagi, once an edgy upstart in the ramen world, has done well and now has branches around the city. This tiny shop, one of the originals, up a treacherous stairway in Golden Gai, is still our favourite...we're clearly not alone as there's often a line. The house speciality is niboshi ramen (egg noodles in a broth flavoured with dried sardines).",139.704487,35.6937,
Shopping,Matsuya,"One of Ginza's top department stores is packed with designer brands. Look out for the section on the 7th floor showcasing household products chosen by the Japan Design Committee, a group of leading designers, architects and critics.",139.766521,35.672271,
Restaurants,Ethiopia,"In studenty Jimbōchō, Japanese curry cafes are everywhere and fiercely competitive. Ethiopia is a seasoned champ, offering jumbo serves and curries packed with meat and vegetables. Pay at the machine as you enter the wonderfully retro shop and advise the waiter of your desired spice level – it goes from zero to a nuclear-thermal 70!",139.761543,35.696253,
Shopping,Pigment,"This is an art-supply store to make you go weak in the knees: the walls are lined with vials of the crushed mineral pigments used in traditional Japanese painting, in shades from vermilion to matcha (powdered green tea). There are drawers of brushes, rolls of washi (Japanese handmade paper) and displays of weighty ink stones, too.",139.749248,35.621076,
Restaurants,Innsyoutei,"In a gorgeous wooden building dating back to 1875, Innsyoutei (pronounced 'inshotei' and meaning 'rhyme of the pine cottage') has long been a favourite spot for fancy kaiseki-style meals while visiting Ueno-kōen. Without a booking (essential for dinner) you'll have a long wait but it's worth it. Lunchtime bentō (boxed meals) offer beautifully presented morsels and are great value.",139.77298,35.713625,
Restaurants,Megutama,"Megutama calls itself a 'photo books diner' – because its walls are lined with literally thousands of photo books. Diners are free to flip through them (use the coloured card as a placeholder). The food here is good, too: classic home-cooking from a trio of friendly women in aprons and kerchiefs. It's a modern wooden building with a red awning.",139.713285,35.652571,
Shopping,Mandarake,"This branch of anime and manga megastore Mandarake has a smaller selection than sister shops in Akihabara and Nakano but a convenient location near Shibuya Center-gai. Enter through the stairs on the street level, which feels a bit like walking into the belly of a machine.",139.697701954313,35.6612806296533,
Shopping,Candy,Small boutique stocking underground Japanese streetwear labels and vintage remake.,139.702277,35.665185,
Shopping,Bengara,"Noren are the curtains that hang in front of shop doors. This store sells beautiful ones, made of linen and coloured with natural dyes (such as indigo or persimmon) or decorated with ink-brush paintings. There are smaller items too, such as pouches and book covers, made of traditional textiles.",139.797281,35.712693,https://lonelyplanetimages.imgix.net/a/g/hi/t/3b495fdf13e1af8f414067a8da5f5de6-lpl-img_1792.jpg?fit=crop&w=320&h=140
Nightlife,Urara,"The people behind the Okura boutique next door have taken their folksy aesthetic and poured it into this backyard-style beer garden. On the menu: organic draft beer from Karuizawa (¥800), amazake made in-house (sweet, non-alcoholic fermented rice beverage; ¥400) and additive-free juices (¥500). Closed for rain.",139.701419,35.649119,
